review,label
"['underwent', 'procedure', 'spring', '2016', 'month', 'odor', 'sweat', 'free', 'almost', 'surreal', 'not', 'worry', 'sweating', 'shirt', 'getting', 'deodorant', 'sleeveless', 'dress', 'after', 'one', 'treatment', 'even', 'need', 'wear', 'deodorant', 'antiperspirant', 'anymore', 'treatment', 'took', 'hour', 'half', 'relatively', 'quick', 'considering', 'get', 'result', 'last', 'forever', 'procedure', 'painful', 'able', 'continue', 'day', 'normally', 'after', 'left', 'fifth', 'avenue', 'office', 'recommended', 'procedure', 'friend', 'specifically', 'he', 'one', 'handful', 'doctor', 'actually', 'trained', 'maker', 'his', 'staff', 'professional', 'made', 'sure', 'question', 'answered', 'overall', 'happier', 'result']",2.0
"['he', 'ruined', 'eye', 'started', 'little', 'trouble', 'since', 'leaving', 'him', 'surgery', 'eye', 'first', 'one', 'day', 'after', 'walked', 'his', 'office', 'he', 'fake', 'he', 'something', 'situation', 'he', 'known', 'not', 'always', 'hope', 'he', 'eye', 'trouble', 'he', 'ruined', 'life', 'ability', 'read', 'doctor', 'said', 'he', 'absolutely', 'work', 'someone', 'not', 'keep', 'date', 'medication']",0.0
"['disappointed', 'appointment', 'see', 'today', 'told', 'system', 'not', 'working', 'appointment', 'day', 'patient', 'u', 'disappointed', 'nobody', 'called', 'inform', 'u', 'appointment', 'disrespectful', 'unprofessional', 'feel', 'like', 'receptionist', 'not', 'much', 'experience', 'working', 'medical', 'office', 'she', 'idea', 'her', 'job', 'properly', 'hope', 'her', 'receptionist', 'learn', 'happened', 'today', 'remember', 'not', 'good', 'thing', 'rely', '100', 'technology', 'always', 'good', 'use', 'back', 'old', 'fashion', 'pen', 'piece', 'paper', 'doctor', 'put', 'suffering', 'patient', 'going', 'trouble', 'coming', 'office', 'nothing', 'extremely', 'rude', 'disrespectful', 'uncaring', 'patient', 'cancel', 'appointment', 'time', 'pay', 'extra', 'money', 'u', 'took', 'day', 'work', 'count', 'always', 'doctor', 'u', 'fallowing', 'rule', 'rule', 'fallow', 'look', 'like', 'her', 'receptionist', 'forgot', 'fallow', 'basic', 'rule', 'life', 'treat', 'others', 'way', 'want', 'treated']",0.0
"['experience', 'dentist', 'bad', 'problem', ""child's"", 'chewing', 'afterwards', 'teeth', 'never', 'straight', 'she', 'hoped', 'whole', 'process', 'took', 'lot', 'longer', 'expected']",1.0
"['spent', 'time', 'go', 'test', 'result', 'during', 'physical', 'exam', 'she', 'listened', 'concern', 'answered', 'question', 'her', 'patient']",1.0
"['service', 'bad', 'wait', 'time', '30', 'minute', 'time', 'he', 'saw', 'minute', 'misunderstanding', 'receptionist', 'handle', 'poorly', 'awful', 'experience', 'recommend', 'him', 'tanner', 'clinic']",0.0
"['office', 'temp', 'cold', 'coffee', 'flavor']",1.0
"['tried', 'tell', 'previously', 'taken', 'lyric', 'pain', 'worked', 'however', 'bad', 'result', 'outweighed', 'good', 'yes', 'relieve', 'pain', 'symptom', 'using', 'worse', 'he', 'prescribed', 'generic', 'form', 'he', 'listening', 'he', 'gave', 'not', 'work', 'love', 'his', 'she', 'top', 'told', 'her', 'even', 'look', 'eye', 'he', 'talk', 'warned', 'people', 'like', 'he', 'hurried', 'get', 'question', 'answered', 'not', 'sure', 'him', 'one', 'day', 'he', 'seems', 'next', 'time', 'not']",1.0
"['shoulder', 'repair', 'surgery', '2016', 'he', 'excellent', 'knowledgeable', 'his', 'field', 'he', 'personable', 'encouraging', 'highly', 'recommend']",1.0
"['great', 'bedside', 'manner', 'she', 'answered', 'question', 'professional', 'personable']",2.0
"['found', 'rush', 'told', 'big', 'change', 'eyeglass', 'feel', 'see', 'much', 'better', 'new', 'glass', 'compared', 'old']",1.0
"['discriminated', 'he', 'rude', 'his', 'way', 'he', 'looked', 'smiling', 'talking', 'looking', 'like', 'discrimination']",0.0
"['worst', 'ever', 'meet', 'horrible', 'pain', 'he', 'not', 'even', 'consult', 'he', 'gave', 'wrong', 'diagnose', 'full', 'himself', 'inexperienced', 'poor', 'knowledge', 'field', 'not', 'recommend']",0.0
"['coup', 'inf', 'simple', 'extraction', 'dent', 'car', 'et', 'air', 'complaisant', 'temp', 'complication', 'me', 'pr', 'tr', 'tr', 'son', 'service', 'et', 'pour', 'exorbitant', 'pour', 'op', 'pa', 'op', 'par', 'champ']",0.0
"['exceptional', 'surgeon', 'he', 'followed', 'progression', 'dystrophy', 'cataract', 'dry', 'eye', 'point', 'time', 'surgery', 'surgery', 'smooth', 'exceptional', 'appointment', 'informative', 'vision', '20', '20', 'one', 'eye', '20', '15', 'glass', 'looked', 'see', 'good', 'not', 'better', 'people', 'ever', 'get', 'he', 'absolutely', 'best', 'take', 'time', 'listen', 'answer', 'question', 'he', 'call', 'office', 'staff', 'vector', 'his', 'staff', 'great', 'congenial', 'exude', 'sense', 'warmth', 'caring', 'visit', 'sit', 'waiting', 'room', 'see', 'happy', 'eager', 'everyone', 'see', 'him', 'think', 'he', 'true', 'professional', 'warm', 'special', 'human']",2.0
"['amazing', 'doctor', 'staff', 'lucky', 'participate', 'insurance', 'company']",2.0
"['patient', 'year', 'he', 'kicked', 'insurance', 'plan', 'probably', 'padding', 'his', 'bill', 'always', 'extra', 'probably', 'unnecessary', 'procedure', 'exam', 'inflate', 'bill', 'office', 'staff', 'except', 'outside', 'contract', 'bookkeeper', 'nasty', 'defensive', 'probably', 'she', 'knew', 'she', 'submitting', 'questionable', 'bill', 'patient', 'three', 'year', 'he', 'ejected', 'health', 'plan', 'without', 'telling', 'tried', 'keep', 'patient', 'even', 'though', 'he', 'knew', 'future', 'visit', 'not', 'covered', 'insurance', 'threw', 'tantrum', 'one', 'visit', 'thought', 'unprofessional', 'treatment', 'disease', 'satisfactory', 'think', 'better', 'elsewhere', 'course', 'find', 'new', 'plan', 'doctor', 'suggest', 'insurance', 'company', 'boot', 'doctor', 'probably', 'message']",1.0
"['helped', 'heal', 'dear', 'close', 'family', 'member', 'cancer', 'using', 'his', 'special', 'cancer', 'powder', 'recommend', 'anyone', 'know', 'anyone', 'cancer', 'refer']",0.0
"['excellent', 'experience', 'although', 'miscarriage', 'first', 'pregnancy', 'him', 'ended', 'pregnant', 'beautiful', 'twin', 'next', 'pregnancy', 'forever', 'grateful', 'doctor', 'helping', 'fulfill', 'dream', 'child']",1.0
"['he', 'high', 'strung', 'unorganized', 'extremely', 'far', 'behind', 'getting', 'report', 'completed', 'cannot', 'get', 'return', 'call', 'back', 'waiting', 'month', ""child's"", 'report', 'school', 'highly', 'disappointed']",1.0
"['horrible', 'like', 'review', 'said', 'she', 'sits', 'behind', 'her', 'computer', 'typing', 'instead', 'listening', 'patient', 'she', 'seems', 'indifferent', 'not', 'accurately', 'diagnose', 'asking', 'question', 'she', 'ignores', 'not', 'give', 'strait', 'answer', 'she', 'make', 'feel', 'uncomfortable', 'rushed', 'not', 'good', 'personality', 'doctor']",0.0
"['doctor', 'outstanding', 'senior', 'adult', 'patient']",2.0
"['man', 'amazing', 'hand', 'touch', 'place', 'forget', 'pain', 'may', 'ever']",1.0
"[""doc's"", 'lack', 'empathy', 'explanation', 'not', 'doc', 'not', 'success', 'story', 'thanks', 'doc']",2.0
"['unhappy', 'doctor', 'not', 'going', 'future']",1.0
"['husband', 'wait', 'month', 'get', 'appointment', 'he', 'finally', 'arrived', 'told', 'him', 'country', 'family', 'emergency', 'month', 'sent', 'group', 'patient', 'well', 'husband', 'never', 'wrong', 'phone', 'number', 'him', 'ask', 'want', 'u', 'book', 'another', 'appointment', 'month', 'he', 'back', 'help', 'offer', 'set', 'him', 'another', 'endocrinologist', 'nothing']",0.0
"['associate', 'gave', 'prescription', 'way', 'strong', 'complained', 'said', 'need', 'pay', 'additional', '60.00', 'get', 'correct', 'prescription', '2017', 'not', 'resolved', 'after', 'call', 'fennel', 'office', '1119', 'avenue', 'east']",0.0
"['horrible', 'experience', 'six', ""o'clock"", 'appointment', 'arrived', '10', 'minute', 'early', 'find', 'packed', 'waiting', 'room', 'sat', 'hour', 'half', 'getting', 'ready', 'leave', 'decided', 'ask', 'hold', 'ignored', 'staff', 'interrupt', 'her', 'gossiping', 'told', 'next', 'fifteen', 'minute', 'later', 'escorted', 'waiting', 'room', 'wait', 'another', '45', 'minute', 'consult', 'finally', 'come', 'her', 'bedside', 'manner', 'terrible', 'consult', 'literally', '10', 'minute', 'way', 'inquiring', 'full', 'upper', 'lower', 'permanent', 'denture', 'spending', 'lot', 'money', 'think', 'she', 'least', 'make', 'worth', 'really', 'unprofessional', 'office', 'three', 'hour', 'needle', 'say', 'went', 'another', 'consult', 'amazed', 'compassion', 'knowledge', 'time', 'dentist', 'his', 'staff', 'showed', 'appointment', '10', 'his', 'office', '10', 'spent', 'hour', 'going', 'procedure', 'gave', 'thorough', 'exam', 'she', 'lost', 'client', 'her', 'loss']",0.0
"['he', 'put', 'he', 'not', 'taking', 'new', 'patient', 'want', 'specific', 'insurance']",0.0
"['con', 'son', 'aide', 'simple']",2.0
"['never', 'go', 'anywhere', 'else', 'she', 'helpful', 'empathetic', 'intelligent', 'her', 'office', 'incredibly', 'punctual', 'clean', 'staff', 'friendly', 'highly', 'recommend']",2.0
"['awesome', 'service', 'true', 'professional', 'he', 'strives', 'best', 'his', 'patient', 'family', 'going', 'recommend', 'him', 'heart', 'beat']",2.0
"['positive', '5555', 'rating', 'pr', 'control', 'wife', 'went', 'treated', 'like', 'machine', 'built', 'robot', 'trust', 'positive', 'review', 'follow', 'negative', 'review', 'respond', 'concern', 'directly', 'she', 'need', 'le', 'obvious', 'reputation', 'defender', 'after', 'two', 'failed', 'attempt', 'compassion', 'went', 'another', 'doctor', 'actually', 'cared', 'u', 'money', 'maybe', 'her', 'statistic', 'important', 'her', 'either', 'way', 'she', 'cared', 'le', 'wife', 'stress', 'infertility', 'last', 'thing', 'need', 'doc', 'like']",1.0
"['he', 'really', 'nice', 'dermatologist', 'four', 'mole', 'face', 'three', 'neck', 'scared', 'remove', 'want', 'scar', 'face', 'two', 'mole', 'face', 'pretty', 'big', 'went', 'him', 'consultation', 'he', 'suggested', 'shave', 'excision', 'after', 'research', 'decided', 'amount', 'paid', 'reasonable', 'compare', 'clinic', 'he', 'great', 'job', 'love', 'scar', 'pink', 'color', 'instead', 'becoming', 'lighter', 'lighter', 'day', 'day', 'still', 'apply', 'day', 'since', 'removed', 'result', 'excellent', 'recommend', 'him', 'he', 'know', 'his', 'job', 'happy', 'finally']",2.0
"['excellent', 'care', 'procedure', 'relieve', 'neck', 'pain', 'much', 'better', 'thanks', 'him']",1.0
"['horrific', 'experience', 'ever', 'non', 'phone', 'made', 'appointment', 'half', 'syringe', 'filler', 'lip', 'said', 'full', 'syringe', 'showed', 'picture', 'doctor', 'work', 'eye', 'filler', 'tear', 'trough', 'she', 'used', 'insert', 'syringe', 'eye', 'absolutely', 'nothing', 'happened', 'tried', 'convince', 'wait', 'result', 'luckily', 'took', 'before', 'after', 'picture', 'went', 'follow', 'tell', 'her', 'disappointed', 'she', 'said', 'work', 'everyone', 'said', 'her', 'picture', 'difference', 'she', 'took', 'different', 'light', 'room', 'one', 'without', 'ring', 'light', 'one', 'she', 'think', 'her', 'client', 'dumb', 'lip', 'ended', 'huge', 'bump', 'she', 'horrible', 'administering', 'filler', 'done', 'multiple', 'time', 'others', 'never', 'happen', 'her', 'undo', 'lip', 'filler', 'eye', 'developed', 'bump', 'kept', 'showing', 'her', 'she', 'denied', 'anything', '2600', 'later', 'butchered', 'face', 'beg', 'everyone', 'research', 'not', 'waste', 'money', 'greedy', 'unprofessional', 'lady', 'like']",0.0
"['not', 'sure', ""what's"", 'going', 'seen', 'year', 'said', 'she', 'leaving', 'asked', 'she', 'going', 'said', 'saw', 'new', 'pa', 'one', 'time', 'she', 'left', 'new', 'doctor', 'going', 'see']",0.0
"['gave', 'life', 'back', 'thankful', 'him', 'always', 'active', 'thought', 'life', 'not', 'torn', 'terrible', 'pain', 'after', 'seeing', '100', 'pain', 'free', 'back', 'running', 'playing', 'sport', 'he', 'definitely', 'best', 'hip', 'doc', 'state', 'considering', 'procedure', 'hesitate', 'he', 'best']",2.0
"['cried', 'whole']",0.0
"['daughter', 'her', 'wisdom', 'teeth', 'removed', 'surgical', 'procedure', 'quick', 'she', 'pain', 'not', 'even', 'complaint', 'soreness', 'recovered', 'well', 'happy', 'referred', 'excellent', 'nice', 'professional', 'caring', 'staff', 'friendly', 'pleasant', 'highly', 'recommend']",2.0
"['smart', 'easy', 'understand']",2.0
"['rate', ""doctor's"", 'helpfulness', 'knowledge', 'left', 'without', 'seeing', 'her', 'little', 'faith', 'her', 'office', 'receptionist', 'seemed', 'idea', 'she', 'she', 'work', 'her', 'computer', 'figure', 'record', 'insurance', 'figure', 'call', 'insurance', 'forgot', 'she', 'still', 'license', 'ask', 'stuff', 'she', 'holding', 'her', 'hand', 'etc', 'shocking', 'bad', 'she', 'her', 'job', 'top', 'doctor', 'hour', 'late', 'doctor', 'finally', 'show', 'told', 'going', 'thousand', 'dollar', 'pocket', 'visit', 'not', 'trust', 'people', 'install', 'light', 'bulb', 'let', 'alone', 'make', 'brain', 'left', 'never', 'went', 'back', 'luckily', 'issue', 'seemed', 'posture', 'repetitive', 'motion', 'related', 'not', 'actually', 'neurological', 'issue', 'able', 'resolve', 'probably', 'year', 'ago', 'writing', 'review', 'renewed', 'fury', 'call', 'office', 'following', 'never', 'gotten', 'anyone', 'not', 'get', 'one', 'her', 'recently', 'even', 'see', 'doctor', 'one', 'visit', 'fact', 'her', 'office', 'even', 'get', 'straight', 'record', 'reaffirms', 'assessment', 'place', 'disorganized', 'not', 'trusted', 'hope', 'billing', 'insurance', 'never', 'received']",0.0
"['always', 'pleasure', 'going', 'staff', 'fantastic', 'nurse', 'practitioner', 'fantastic', 'say', 'enough', 'office', 'keep', 'great', 'job']",2.0
"['waited', 'month', 'see', 'belief', 'people', 'rated', 'her', 'high', 'mistake', 'go', 'rating', 'arrived', 'waited', 'hour', 'see', 'her', 'rushed', 'her', 'office', 'matter', 'minute', 'yup', 'time', 'she', 'asked', 'new', 'patient', 'registration', 'form', 'wanted', 'full', 'body', 'skin', 'cancer', 'check', 'course', 'said', 'yes', 'seen', 'nothing', 'mentioned', 'she', 'take', 'time', 'actually', 'investigate', 'chief', 'problem', 'itchy', 'skin', 'hive', 'she', 'looked', 'skin', 'basically', 'second', 'said', 'psychological', 'disorder', 'took', 'gut', 'walk', 'her', 'office', 'get', 'help', 'skin', 'never', 'ever', 'meet', 'unprofessional', 'overbooked', 'unfriendly', 'office', 'life', 'lesson', 'learned']",0.0
"['wonderful', 'doctor', 'best', 'far', 'wish', 'she', 'could', 'family', 'doctor', 'she', 'listens', 'allows', 'patient', 'input', 'provides', 'feedback', 'prompt', 'response', 'raised', 'question', 'concern']",2.0
"['first', 'visit', 'felt', 'comfortable', 'professional', 'efficient', 'definitely', 'recommend', 'stickle']",2.0
"['man', 'unlicensed', 'charlatan', 'stay', 'far', 'away', 'him']",0.0
"['one', 'visit', 'baby', 'toe', 'killing', 'visit', 'success', 'friendly', 'organized', 'receptionist', 'gill', 'u', 'educated', 'friendly', 'listens', 'personable', 'case', 'effective', 'opinion', 'medical', 'interaction', 'take', 'place', 'go', 'her']",2.0
"['experience', 'always', 'excellent', 'first', 'time', 'seeing', 'he', 'personable', 'knowledgeable', 'helpful']",2.0
"['hand', 'caring', 'genuine', 'invested', 'psychiatrist', 'ever', 'encountered', 'she', 'took', 'time', 'really', 'understand', 'explain', 'medication', 'help', 'get', 'good', 'place', 'life', 'first', 'time', 'long', 'time']",2.0
"['professional', 'felt', 'appointment', 'rushed', 'understand', 'business', 'model', 'requires', 'patient', 'make', 'money', 'not', 'scheduling', 'appointment', 'tightly']",1.0
"['great', 'office', 'staff', 'her', 'field', 'listen', 'spend', 'time', 'explain', 'diagnosis', 'treatment', 'medical', 'condition', 'follow', 'prognosis', 'she', 'great', 'doctor', 'recommend', 'her', 'family']",2.0
"['after', 'suffering', 'several', 'stroke', 'anxious', 'excellent', 'caring', 'neurologist', 'unfortunately', 'alway', 'not', 'person', 'his', 'care', 'seemed', 'like', 'scam', 'he', 'not', 'visit', 'home', 'quick', 'phone', 'call', 'first', 'time', 'met', 'him', 'person', 'spare', 'room', 'office', 'he', 'not', 'his', 'office', 'one', 'took', 'vitals', 'whole', 'experience', 'not', 'worth', 'extra', 'cost', 'disappointed']",1.0
"['operated', 'father', 'after', 'he', 'fallen', 'hit', 'his', 'head', 'grass', 'first', 'surgery', 'unsuccessful', 'she', 'take', 'him', 'back', 'second', 'time', 'minute', 'later', 'he', 'survived', 'week', 'during', 'time', 'father', 'side', 'mother', 'never', 'met', 'she', 'never', 'came', 'spoke', 'u', 'father', 'anything', 'even', 'requested', 'see', 'her']",0.0
"['personable', 'make', 'one', 'comfortable', 'first', 'visit']",2.0
"['one', 'best', 'psychiatrist', 'ever', 'highly', 'recommend', 'her', 'know', 'mean', 'meet', 'her']",2.0
"['made', 'feel', 'ease', 'first', 'appointment', 'came', 'fertility', 'issue', 'hope', 'eventually', 'getting', 'pregnant', 'went', 'process', 'successful', 'first', 'child', 'later', 'year', 'incredibly', 'persistent', 'invested', 'helping', 'u', 'conceive', 'she', 'felt', 'like', 'family', 'member', 'u', 'forever', 'grateful', 'gift', 'she', 'given', 'u']",2.0
"['beware', 'thesis', 'star', 'rating', 'lie', 'read', 'negative', 'rating', 'true', 'doctor', 'star', 'rating', 'star', 'rating', 'nothing', 'make', 'sense', 'think']",0.0
"['husband', 'wonderful', 'experience', 'her', 'staff', 'diagnosis', 'treatment', 'baby', 'way', 'always', 'easy', 'support', 'educational', 'emotional', 'made', 'practice', 'one', 'may', 'feel', 'like', 'number', 'get', 'wonderful', 'personalized', 'care']",2.0
"['pleasure', 'daughter', 'visit', 'practice', 'approach', 'towards', 'child', 'wonderful', 'consultation', 'thorough', 'doctor', 'took', 'time', 'needed', 'explain', 'medical', 'issue', 'confidently', 'say', 'good', 'hand']",2.0
"['opinion', 'bad', 'doctor', 'bad', 'facility', 'care', 'money', 'seen', 'dry', 'personality', 'he', 'not', 'listen', 'he', 'ignores', 'tell', 'him', 'situation', 'huge', 'ego', 'cloud', 'his', 'ability', 'find', 'someone', 'care', 'take', 'oath', 'seriously']",0.0
"['84', 'year', 'old', 'mother', 'waiting', 'since', '2015', 'get', 'her', 'cataract', 'surgery', 'bower', 'she', 'quality', 'life', 'due', 'her', 'vision', 'not', 'sure', 'due', 'her', 'age', 'ignoring', 'her', 'made', 'another', 'call', 'check', 'her', 'status', 'told', 'her', 'time', 'lapsed', 'she', 'measured', 'not', 'called', 'never', 'known', 'still', 'waiting', 'letter', 'mail', 'not', 'doubt', 'bower', 'qualified', 'however', 'extremely', 'frustrated', 'communication', 'dealt', 'mom', '84', 'year', 'old']",1.0
"['breast', 'augmentation', 'surgery', 'week', 'ago', 'happier', 'outcome', 'she', 'truly', 'one', 'outstanding', 'surgeon', 'hesitate', 'recommend', 'her', 'everyone', 'office', 'operating', 'room', 'recovery', 'room', 'professional', 'knowledgeable', 'reassuring', 'kind', 'always', 'answered', 'email', 'question', 'really', 'listened', 'understood', 'wanted', 'she', 'certainly', 'delivered', 'excellent', 'natural', 'result', 'feel', 'like', 'new', 'woman', 'regret', 'year', 'ago', 'confidence', 'gone', 'way', 'stand', 'taller', 'walk', 'prouder', 'thank', 'done', 'much', 'inside', 'done', 'outside']",2.0
"['com', '7962428']",0.0
"['unprofessional', 'made', 'several', 'mistake', 'during', 'treatment', 'he', 'seems', 'knowledgeable', 'dishonest', 'unprofessionally', 'spouse', 'director', 'went', 'he', 'insist', 'get', 'pregnant', 'though', 'he', 'show', 'even', 'consultation', 'never', 'answer', 'call', 'never', 'met', 'doctor', 'attitude', 'decide', 'share', 'experience', 'decide', 'get', 'pregnant', 'need', 'help', 'issue', 'advise', 'chose', 'another', 'doctor', 'respectable', 'caring', 'his', 'his', 'absence', 'care', 'profound', 'negative', 'impact', 'health', 'recommend', 'him', 'anyone']",0.0
"['thank', 'outstanding', 'service']",2.0
"['wanted', 'comment', 'time', 'given', 'birth', 'second', 'child', 'several', 'month', 'ago', 'overdue', 'post', 'rating', 'child', 'result', 'fertility', 'treatment', 'victory', 'yes', 'he', 'pretty', 'cocky', 'think', 'pretentious', 'he', 'know', 'his', 'stuff', 'he', 'seemed', 'always', 'aware', 'newest', 'advance', 'fertility', 'treatment', 'willing', 'let', 'play', 'part', 'care', 'seen', 'past', 'he', 'good', 'doctor', 'sure', 'wanted', 'go', 'his', 'office', 'post', 'line', 'his', 'wife', 'not', 'nice', 'post', ""victory's"", 'staff', 'always', 'nice', 'either', 'learned', 'always', 'believe', 'read', 'sometimes', 'people', 'become', 'resentful', 'thing', 'go', 'planned', 'trying', 'baby', 'time', 'change', 'part', 'office', 'feel', 'though', 'gotten', 'know', 'staff', 'like', 'family', 'seem', 'kind', 'cold', 'she', 'always', 'pleasant', 'enough', 'make', 'appointment', 'desk', 'phone', 'think', 'actually', 'nice', 'underneath', 'dawn', 'always', 'wonderful', 'work', 'lab', 'lot', 'see', 'her', 'much', 'dawn', 'dawn', 'always', 'smile', 'her', 'face', 'best', 'laugh', 'wonderful', 'always', 'courteous', 'warm', 'willing', 'answer', 'question', 'dealt', 'mostly', 'she', 'always', 'willing', 'help', 'needed', 'even', 'though', 'she', 'lot', 'her', 'plate', 'pulled', 'different', 'direction', 'she', 'think', 'twice', 'answering', 'text', 'phone', 'call', 'after', 'hour', 'her', 'day', 'definitely', 'recommend', 'doctor', 'his', 'staff', 'people', 'looking', 'fertility', 'treatment', 'ob', 'care', 'think', 'could', 'use', 'staff', 'though', 'pregnancy', 'office', 'lot', 'busier', 'saw', 'number', 'staff', 'way', 'large', 'number', 'patient', 'see', 'could', 'see', 'could', 'feel', 'like', 'number']",1.0
"['actually', 'went', 'after', 'reading', 'review', 'not', 'disappointed', 'she', 'good', 'reviewer', 'said', 'not', 'better']",2.0
"['she', 'care', 'she', 'dime', 'year', 'parent', 'never', 'physician', 'charge', '20', 'call', 'after', 'hour', 'called', 'emergency', 'money', 'hungry', 'unprofessional']",0.0
"['found', 'office', 'competent']",1.0
"['horrible', 'listen', 'argumentative', 'prescribes', 'pharmacist', 'not', 'release', 'last', 'prescription', 'she', 'overdosing', 'child', 'not', 'return', 'pharmacist', 'call', 'avoid', 'doctor', 'cost']",0.0
"['terrible', 'bedside', 'manner', 'rude', 'thoughtless', 'child', 'left', 'tear', 'feeling', 'terrible']",0.0
"['lot', 'doctor', 'honestly', 'not', 'seem', 'care', 'one', 'way', 'another', 'patient', 'she', 'seemed', 'hurry', 'made', 'feel', 'like', 'question', 'lab', 'result', 'annoying', 'her', 'maybe', 'she', 'good', 'her', 'serious', 'case', 'condition', 'not', 'severe', 'not', 'yet', 'she', 'seems', 'bored', 'she', 'even', 'act', 'surprised', 'tell', 'her', 'symptom', 'feel', 'making', 'asked', 'alternative', 'treatment', 'she', 'reluctant', 'explore', 'option', 'like', 'she', 'track', 'mind', 'already', 'mapped', 'everything', 'input', 'doctor', 'unwilling', 'spend', 'time', 'kind', 'patient', 'not', 'kind', 'doctor', 'wish', 'continue']",0.0
"['excellent', 'cosmetic', 'surgeon', 'professional', 'knowledgeable', 'he', 'skilled', 'he', 'cannot', 'happier', 'outcome', 'upper', 'lower', 'eyelid', 'removal', 'surgery', 'highly', 'recommend']",2.0
"['femme', 'est', 'horrible', 'pa', 'tout', 'son', 'car', 'pa', 'pour', 'aider', 'gen', 'la', 'vie', 'est', 'patient', 'pr', 'graf', 'et', 'go', 'see', 'her', 'shes', 'total', 'mess']",0.0
"['unfortunately', 'despite', 'recommended', 'see', 'one', 'her', 'northwestern', 'medicine', 'colleague', 'obtaining', 'appointment', 'see', 'her', 'within', 'week', 'contacting', 'her', 'after', 'making', 'necessary', 'plan', 'see', 'her', 'appointment', 'unilaterally', 'contacted', 'her', 'staff', 'made', 'scheduling', 'error', 'could', 'not', 'see', '11', 'week', 'apparently', 'patient', 'responsible', 'provider', 'mistake', 'result', 'taking', 'family', 'see', 'someone', 'else', 'her', 'practice']",0.0
"['great', 'experience', 'total', 'satisfaction', 'surgery', 'overall', 'care', 'doctor', 'staff']",2.0
"['hello', 'like', 'thank', 'team', 'great', 'service', 'provided', 'found', 'reception', 'polite', 'caring', 'moment', 'walked', 'wonderful', 'experience', 'professional', 'service', 'help', 'get', 'back', 'daily', 'routine', 'far', 'best', 'chiropractor', 'experience', 'ever', 'year', 'seeing', 'chiropractor', 'recommend', 'professional', 'service', 'everyone', 'know', 'thanks', 'much', 'honest', 'service', 'painting', 'inc', '647', '504', '2389', '416', '739', '8091', 'ca']",2.0
"['worst', 'ever', 'unprofessional', 'us', 'profanity', 'language', 'knowledge', 'his', 'expertise', 'field', 'not', 'practice']",0.0
"['son', 'stroke', 'year', 'half', 'ago', 'since', 'went', 'hospital', 'automatically', 'son', 'several', 'episode', 'since', 'five', 'month', 'ago', 'pretty', 'bad', 'one', 'not', 'take', 'him', 'emergency', 'room', 'instead', 'took', 'him', 'office', 'staff', 'told', 'she', 'not', 'made', 'appointment', 'following', 'wife', 'took', 'son', 'her', 'she', 'told', 'wife', 'imagining', 'thing', 'she', 'better', 'thing', 'needle', 'say', 'changed', 'doctor', 'hospital', 'etc', 'she', 'daughter', 'doctor', 'since', 'she', 'diagnosed', 'absent', 'seizes', 'she', 'prescribed', 'epilepsy', 'medicine', 'not', 'state', 'need', 'future', 'follow', ""children's"", 'hospital', 'recommended', 'liver', 'blood', 'test', 'every', 'six', 'month', 'see', 'medicine', 'damage', 'unless', 'she', 'last', 'doctor', 'earth', 'not', 'go', 'see', 'her', 'she', 'even', 'prescribed', 'mind', 'altering', 'medicine', '10', 'year', 'old', 'daughter']",0.0
"['best', 'pediatrician', 'ever', 'met', 'son', 'autism', 'spectrum', 'difficulty', 'expressing', 'himself', 'always', 'take', 'much', 'time', 'necessary', 'he', 'truly', 'care', 'his', 'patient', 'show', 'everything', 'he', 'office', 'staff', 'friendly', 'warm', 'love', 'not', 'go', ""son's"", 'whole', 'life', 'story', 'every', 'time', 'make', 'effort', 'know', 'kid', 'yea', 'sometimes', 'wait', 'well', 'worth', 'someone', 'see', 'child', 'individual', 'not', 'another', 'unit', 'move', 'office', 'primary', 'concern', 'well', 'child', 'his', 'care', 'good', 'kid', 'doc', 'he', 'not', 'agree', 'unconditionally', 'parent', 'he', 'provide', 'ever', 'best', 'interest', 'child']",2.0
"['his', 'acupuncture', 'effective', 'migraine', 'headache']",2.0
"['performed', 'breast', 'reduction', 'pleased', 'her', 'incision', 'immaculate', 'breast', 'symmetrical', 'zero', 'complication', 'she', 'late', 'consult', 'emergency', 'post', 'op', '30', 'late', 'well', 'rather', 'care', 'take', 'her', 'time', 'not', '100', 'recommend', 'her', 'surgeon']",1.0
"['steel', 'his', 'staff', 'wonderful', 'taken', 'room', 'time', 'greeted', 'smile', 'steel', 'kind', 'efficient', 'return', 'him', 'second', 'great', 'doctor', 'great', 'team']",2.0
