commentText,sentiment
appointment time new phone system amazing medical practitioner attentive sympathetic proactive multiple conditions,positive
easy signing screen directed nearest waiting room extremely short wait see dr listened concerns without hurrying,positive
doctor saw thorough patient explained information telling felt confident good hands best,positive
popped flu jab early morning extremely well organised jabbed appointment due brilliant,positive
ecg practice nurse july say experience start finish conducted friendly professional courteous manner world easy complain life feel little praise good service goes long way thanks deeping practice,positive
although arrived slightly early seen nurse almost immediately excellent treatment professional reception team polite helpful,positive
econsult got call appointment later day doctor called 5 minutes earlier appointment time lovely checked everything really put mind ease,positive
taking opportunity mention although reception yday advised message regarding followup appointment twice sent neither arrived phone kindly investigate send message,positive
staff kind welcoming realistic advice easy get appointment seen lovely caring professionals,positive
contacted practice 9am received call doctor within ten minutes given appointment 11am found lump right breast confirmed doctor said would refer chorley breast centre diagnosis could received better considerate care,positive
service provided staff absolutely first class early morning request urgent appointment using electronic system within hour offered appointment doctor hour later morning doctor carried full examination changed one daily tablets doctor new professional thorough blood test requested went reception offered immediate appointment see pleasant lady duly took blood test complete visit compled less hour probably professional visit practise collected prescription tablets way home thankyou much bridge today,positive
new triage form easy complete helpful people work phone call within couple hours saw someone day,positive
got appointment quickly sympathetic doctor organised relevant tests quickly kept informed results tests arrived,positive
professional efficient friendly service doctor receptionist visit past visits doctor explained blood test results gave advice long term medical issues including options positive way forward manage visit usual carried professional respectful supportive friendly manner,positive
doctor helpfullistened health issue suggested condition heard ofi given reassuring advice information referred patient website informationreceptionist friendly helpful,positive
helpful staff time appointment professional helpful explained pricedure clean surgery friendly face reception welcomed able park,positive
saw respiratory nurse today always helpful answered questions regarding treatment,positive
fantastic experience wonderful nurse university nursing service unaware service available staff member went round today ear infection inquire eligible appointment got registered immediately appointment afternoon way beyond expectation also got prescription collect medical service friendly clear instructions next steps bring issues gp plus follow appointment nurse friendly warm efficient fantastic service nursing team provides great staff benefit access service,positive
kindness explanation everything told happening procedures come things happening good doctor,positive
arrived covid booster planned time well directed staff paper work quickly completed injection administered efficiently left whole appointment took 5 mins,positive
routine annual checkup today receptionist nurse welcoming friendly check thorough nurse put ease made pleasant experience altogether first class event thank stratford health centre,positive
patient grange many years long ago problems trying contact surgery frustrating appreciate possible deal every call 3to5mins respond times improved tremendously credit everyone good team work also getting see doctor great progress round,positive
serious responsible person cares patients listening understanding patient needs asking questions going,positive
occasion greeted smile taken good care questions answered left happy valued,positive
nurse conducted appointment polite approachable professional explained everything clearly,positive
lovely helpful receptionist friday assisting add friend urgently temporary patient due friend hospital unable complete forms thank urgent understanding registering important time behalf thank much sorry ’ put name know,positive
phone call practice called doctor less 1 hour doctor caring attitude listened understood problem,positive
treatment nurse gps following recent hip surgery excellent unfortunately first 2 visits receptionist sent downstairs rather upstairs despite computer screen guidance crutches caused discomfort delay,positive
got medication pharmacy got regular treatment gp happy getting cares nurses doctors go collect one item left pharmacy shop book appointments whatever need gp attend hospital medical check sometime missed appointments cancle via web link hope get nhs services cares future got well treatments gp hospital time otherwise big problems thanks,positive
time appointment thorough examination rushed follow actions swift doctor kept informed timr,positive
excellent service prompt time little delay nurses helpful giving good advice phlebotomist gave painless jab ive ever thank,positive
nurse thoroughcaringconfidant calmand overpowering medical results conversation,positive
annual vaccinations easy arrange efficient sms reminders minimal wait day injections given skilled friendly nurse absolutely excellent,positive
booking appointment day easy surgery clean staff friendly waited around five minutes called appointment,positive
used online service yesterday easy fill form within hour gp phoned response nonserious issue worked brilliantly would preference,positive
’ praise enough staff wonderful helpful friendly use practice fair amount last weeks disappointed,positive
held joining practice year bad reviews since joining speak highly enough good experience liberty bridge majority visits met exceptional care professionalism attentiveness doctors nurses truly listen making feel heard valued patient confident managing health issues ensure concerns addressed never rushing appointments always taking time explain things clearly occasion cause complain addressed resolved swiftly reception team highly recommend surgery – true 5star service,positive
contacted surgery econsult offered face face appointment within 2 hours know hard working achieve thank,positive
great idea gave women flexibility able attend nurse kind caring really informative,positive
three visits physio department found thorough useful information instructions exercises really helped reasons visits keep mobile less pain await operation feel achieved,positive
wait app 150pm 140pm vaccination surgery 145pm bit bind go grays pay park morrisons walk top high street gp milton road,positive
flu vaccine 05oct24 station practice well organised friendly professional usual office manager excellent usual nurses friendly organised professional directions clear queue moved quickly good experience well done thank,positive
staff friendly reliable keep informed appointments move new improved surgery better still nearby,positive
receptionist really kind helpful couldnt get booked day appointment still gave much advice could available really needed thank much,positive
came chestfield practice travel clinic services receive jabs upcoming holiday couldnt get appointments family one day however nurse able fit us providing extra time end day received concise professional advice jabs spot feel fully covered trip thank going extra mile giving us peace mind,positive
triage system works well ’ wait phone hours got appointment appropriate amount time doctor helpful listened highly recommend sloan practice,positive
currently absence work ongoing back issue practice offered first class service way fulfilling medication requests speed receive sickness certificates company highly recommended,positive
please thank dr gp registrar seeing son tonsillitis quickly kindly efficiently today phoned practice 2pm seen 335 5 mins early appointment 340 4 pm central pharmacy 415 first dose penicillin difficult time primary care whmc always good us thank much,positive
nurse saw friendly professional feel rushed although knew busy schedule,positive
rang blood test amazed receptionist listened problem gave appointment within two days nurse nurse professional caring listened frightened seek medical help problem rang made appointment next available day fantastic service pleased ’ practice prescription problems instantly sorted well ’ trying five years get done previous practice… thank much,positive
east make appointment sensitive needs able get appointment phone today,positive
another panic incident seen immediately nursing staff duty doctor many thanks given reassurance needed along follow appointment make sure everything could wish better support group thank,positive
everything went well short wait doctor brilliant listened come say reassuring replies,positive
bloodtest bloodpressure test medication review nurse friendly explained everything well,positive
appointment easy book online seen time day system procedure seems work well,positive
wanted say thank staff old fire station surgery everyone really goes provide best service practice fly flag nhs nicest gp receptionists ive ever met nurses earth thorough gps kind compassionate everything need surgery thank,positive
friends caring doctor took time listen examine referred tests happy came,positive
received call new medication required given clear concise information opportunity ask questions,positive
outcome two appointments two first contact physiotherapist april 2024 firstly appointment discuss chronic arthritic pain right thumb reassured could helped everpresent pain listened carefully given space explain pain effecting day day life asking number questions explained could practical terms appointment colleague two days later view small procedure suggested warm cold hand bathing emailed links youtube exercise video ’ could also help two days later another good encounter procedure explained advice possible outcome given several information sheets explained matters ’ improved 6 weeks could go back discuss next option want know whilst took around 10 days procedure take effect reduced constant grinding achepain level time ’ longer daily focus attention would like say huge thank physiotherapist giving albeit temporary pain reduction allowing get enjoying life thank much,positive
receptionist professional friendly nothing much trouble great asset porters avenue doctors surgery thank 😀,positive
support mental wellbeing timely incredibly helpful expectations ’ better treatment,positive
going name favourite gp case others get jealous best gp ive ever id lost without thank helpful difficult time know must meant lot hard work behind scenes thank,positive
much moan doctors lucky amazing experiences follow ups ecg nurse kicked made relaxed put ease,positive
called queensbridge practice medical document staff phone polite friendly hope help situation,positive
kept well updated going sent good seen right appointment time hanging around,positive
doctor saw short notice gave clear understandable explanation prostate could happen grow older followed thorough examination also explained understandable fashion reasons behind recent letter received practice beneficial appointment point view,positive
good consultation practitioner informative knowledgeable patient explained discussed relevant pros cons medication prescribing considered whole health portfolio referred relevant blood tests extremely satisfied excellent attention received,positive
gp trainee started consultation time took time listen situation thorough taking background information clearly explained examination proceeding told options treatment encouraged ask questions felt listened respected times appointment,positive
wanted write review standout exceptional practitioner practice spoken neighbours friends registered practice also speak highly felt called write review time somehow manages work within difficult constraints gps cope example time limits consultation complex needs patients really listen family ’ health concerns suggest course action help year last went challenging time health needed follow gp ’ feeling great motivated access help approachable pragmatic earlier appointments made much easier take steps recommended communicate progress along way grateful ways able think laterally mine family ’ health keep sight children individuals interactions date thank,positive
dr respectable knowledgeable took time ensure understood process everything went extra mile rushed felt heard thankyou reception staff brilliant giving speedy appointment,positive
got full information completely satisfied doctor ’ advice telephone consultation punctual,positive
much friendlier place doctor ’ lovely visit see nurse flu jab feel thing pain ever good job cheerful friendly even though busy 😄,positive
pleasant surprise wait queues flu covid jabs efficiently handled practice thank,positive
emergency appointment clinician saw straight away problem quickly proceeded checks prescribe medication needed 1 3 clinicians trust practice 1 daughter trusts sees shame names allowed reviews seems unfair wont get recognition deserved come practice emergency rare revolving doors clinicians make unfriendly place receptionists act qualified tell need appointment acceptable id like add ring 111 emergency appointment arranged practice,positive
dr ’ really helpful attentive takes case health problems seriously helps also gp crawley road medical center fast acting helpful satisfied,positive
punctual kind courteous nurse vaccine delivered painlessly detailed explanation given possible side effects none materialised,positive
much improved service friendly efficient staff really nice continuity doctors also great option face face appointments available feel much happier using surgery,positive
patient practice many years recent unexpected serious diagnosis met immediate referral treatment hospital follow appointment today extremely helpful reassuring find doctors knowledgeable make quick decisions,positive
service received today member teamwas lovely easy talk made feel ease,positive
gp listen concerns acted accordingly gp polite showed empathy towards concerns gp reassured concerns reception staff friendly always obliging go tge extra mile possible positive experience,positive
simple annual review however member staff caring asked feeling even though field,positive
review fantastic service care receive admin staff caring empathetic listens health issues reassuring kind knowlegeable work policies procedures surgery valuable asset surgery always comes solution health problems thank admin staff everything know ratings 5 stars,positive
amazed improvement felt like called new surgery call back instead us wait queue would last hour sometimes cut holding long wow great service well done dr lovely polite understanding kept whole team thankyou much needed,positive
positive meeting gp remembered last visit excellent advice current problem made immediate request investigation arrowe park,positive
came hospital tuesday 11th feb knee replacement surgery phoned surgery wednesday required pain relief medication receptionist answered questions said would sort received text thursday saying sorted prescription sent pharmacy hot medication friday pleasure deal,positive
family patients practice 9 years real personalised service gps,positive
two separate jabs one flu multiple blood checks perfect accounts practice gets number negative comments…i ’ pleased give good comments thanks staff excellent professional,positive
called surgery opted call back within 20 minutes received call back surgery receptionist pleasant polite introduced asked appointment particular dr wednesday thursday booked straight away question never problem surgery getting appointment happy service complaints thumbs us,positive
came practice first blood test 25 years made reception aware nervous patient probably ’ go far enough explain traumatic experience years ago avoided since ’ also fainter day nurse booked shadowed another staff members ’ kinder understanding earth lovely nurse test unbelievably quick professional whilst held hand made laugh began feeling faint looked left feeling cared thank much,positive
good would recommend others go right next sant station easy get staff pleasant efficient polite pleased experience outcome,positive
thank much attention received visit surgery found everyone kind attentive situation roger,positive
received nothing exceptional care surgery mum passed nurses paramedic gps lovely reception v helpful grateful,positive
im always made feel comfortable im listend questions answered everything taken account regarding health safety everyone show care attention provide professional attitude towards problems always live confidence im well looked seen often needed make sure everything going plan surgery offers professional service,positive
arrived early went time efficient hca problems another appointment made seemed clean tidy staff pleasant helpful,positive
appointment nurse time professional explained procedure well problems,positive
time ring surgery found receptionist spoken polite friendly always take time listen requests sorted quickly praise highly enough deal day day difficult situations,positive
blood test dreading lady took blood absolutely fantastic calmed took blood least pain ever bruise afterwards cant rate highly enough big thanks,positive
appointment went well reception staff helpful friendly bit wait received treatment pleased service,positive
phone call morning medication review went medication making sure side effects person spoke professional friendly saw due blood test soon made appointment,positive
appointment gp caring professional thorough understood everything going ’ thankful really hope treatment suggested successful someone completely trust,positive
doctor wascvery thorough attentive explained things well arranged follow services investigate,positive
staff helpful getting appointments blood tests flu vaccination many thanks,positive
surgery date website patient online profile allows patients see history care book online appointments reorder medications calls answered expected time frame staff courteous referrals done quickly reasonably,positive
came medication review seen quickly given great advice happy service received pharmacist admin staff well done,positive
able figure problem ’ weeks mere minutes ’ relief new nurse practitioner lovely calming job well ’ appreciative,positive
extremely satisfied treatment care kind attention always received fault practice way,positive
refers short telephone appointment go recent tests review medication nurse thorough going test results giving comparisons previous results demonstrate improvements explained medication requirements going forward offered opportunities discuss lifestyle improvements positive interaction overall,positive
found lodge highfield efficient booking system especially complete econsult whilst wait approximately 2 weeks seen spoken sadly seems fairly common practice different gp surgeries gps spoken seen friendly helpful,positive
registered practice 13 years currently medical health issues cause erratically occurring panic attacks reception team exceptionally efficient kind confidence inspiring supporting liaising doctor always goes extra mile address reassure regarding symptoms really appreciate quality staff friendly local practice thank much,positive
wanted say thankyou everyone practice taking care recently seen twice last two weeks due ongoing health issues times seen quickly left practice feeling supported thanks amazing team heroes,positive
contacted surgery morning book appointment receptionist polite asked appropriate questions assist make appointment gave choices surgeries times dates lovely received text message within seconds booking appointment lovely experience lovely lady thank,positive
seen time received thorough service happy gp appointment help given administration team,positive
appointment time nurse greeted name explained going happen confirmed identity vaccination quick painless,positive
physio today really listened booked review ’ 1st time ’ felt although someone actually wants get bottom problems ’ starting mid back pain ’ grateful someone taken time dig bit deeper hopefully finally get bottom many symptoms ’ past 4 years really appreciate help thank,positive
first time calling new surgery person spoke brilliant incredibly helpful went beyond help thank much,positive
needed minor operation practice yesterday doctor carried procedure needed local anaesthetic needle cyst removed way procedure doctor student doctor nurse kept talking take mind going really friendly bunch made feel total ease,positive
adequate space waiting staff quick efficient friendly jobs painless one membrane staff took time reassured nervous lady,positive
patient since opened 24 years ago number health concerns years found always contacted within time said used phone wait phone queue three times recently used patchs system bit sceptical first filled questionnaire pressed submit within 5 hours phone call gp rang mobile 5 minute conversation advised medication prescribed asked update surgery 4 weeks 4 weeks later used patch system received text message within 2 hours say prescription chemist next door medication help control symptoms next 6 weeks asked update surgery weeks later thing sent message confirmed fully recovered know using computers phones messages isnt everyone means go work know surgery contact phones free people struggle using smartphones computers satisfied service give 5 stars,positive
thank doctors recent care visited december everyone kind took great care problems thank,positive
staff lewisham medical centre courteous helpful remember came uk needed quickly get registered gp medication finished staff lewisham medical willing accommodated week got appointment medication forever grateful helping quickly,positive
iv never seen paramedic personable helpful problem sorted one visit,positive
transferred two years ago moving area service excellent especially staff always help gp ’ get bad press experienced good service,positive
spoke receptionist problem sorted straight away helpful always pleasant reception staff,positive
husband recently great service reception team nursing well team prompt professional times thank,positive
arrival surgery called minutes waiting area helpful nurse carried various tests problems taking blood discomfort,positive
clinician friendly listened asked appropriate questions reassuring organised prescriptions needed promptly,positive
ive couple reasons use practice recently cases got telephone call within hour leaving online message satisfactory conclusion,positive
great service follow practitioner meant got medication christmas eve thank taking care year,positive
changed mark st surgery due surgery previous surgery lacked understanding concerned post op care would receive surgery gps nurses reception staff gone beyond ensure get correct care researching things make sure got best option running blood tests etc needed staff always remember nice feel welcome gps dont change time lot surgeries locums trainees much better experience previous surgery,positive
genuinely pleased high level professionalism exhibited healthcare assistant hca attended demeanor commendably professional also remarkably lovely approachable creating positive comforting experience interaction,positive
say ’ agree health practitioner thought recent appointment going gp practitioner good needed see gp condition got make another appointment sure effective use time management,positive
good service ladies reception desk several times asked arrange transportation 96 year old mum go hospital appointments always polite helpful would like say big thank samila help gives mum thank much 😁,positive
attended today see practice nurse something personal kind helpful made feel relaxed reassuring made experience much bearable expecting thanks pleasant experience,positive
obviously nervous attending appointment doctor nurses reassuring put ease explained everything clearly really good experience thankyou,positive
appointment change mudge way given plenty notice offered alternative time required staff dealings phone mudge way friendly helpful,positive
always helpful reception pharmacy offered covid vaccination recently delayi found difficulty using recent online appointments system information line make clear enough see specific doctor done know use repeat prescription service regularly works well,positive
come person appointment book within 24 hours aviva form first time 4 years immediately comfortable went appointment mins early fantastic service,positive
used new triage service 8 seen preferred gp afternoon would seen earlier day requested medical student came meet asked minded consulting room gp listened examined reassured referred physio happy service received,positive
choice appointment times take blood sample nurse friendly professional overall good experience telephone call appointment blood test results time day appointment convenient,positive
son blood test nervous anxious nurse patient kind managed get son blood test hour struggle,positive
went feeling really low extreme pain came lot better frame mind reassured pain sending scan great doctor,positive
needed help post nasal drip hrt receptionist got appointment next dayi grateful seen doctor sorted,positive
excellent care nurse highly recommend nurse care help given also helpful reception,positive
seen practice following 111 referral appointment text within hour 111 call around 3pm appointment made day welcoming staff clean waiting room seen time end practice clinic day 1730 hugely appreciated gp friendly helpful appt 4yo child prescription ordered collected nearby pharmacy easy excellent service based experience would recommend practice,positive
calling old coulsdon medical practice eye problem received telephone call doctor one hour doctor electronically transferred prescription pharmacy immediately collected within hour half needed nothing praise service received receptionist doctor pharmacy,positive
always friendly helpful efficient addison road brilliant every time ’ reception staff always friendly helpful ’ case surgeries ’ really make visit pleasant time saw physiotherapist helpful explained everything fully understood honestly criticism surgery,positive
usual trouble getting appointment like surgery staff ok nurses doctors ok actually listen going 2 years never problem,positive
following initial consultation referred various tests specific dates times didnt wait long appointment seen minutes arrived helpful meant didnt take much time work gps good bedside manner thorough felt diagnosis would highly recommend surgery,positive
really grateful reception staff listen show understanding proactively helpful elderly mother recently moved area new patient consultation medication review accompanied mother first appointment gp kind took time patiently listen explaining matters simply effectively demonstrated great empathy offered practical advice solutions efficiency ’ important feel listened mother reassured care practice provides thank,positive
patient practice many years practices making face face appointment phone 8 challenging system send message via website receive reply within 24 hours worked well past able receive prescription without needing see gp another occasion given appointment advanced nurse practitioner ideal least able receive treatment ’ think physician associates employed practice overall happy,positive
series repeating prescriptions update via patient access practice usually extremely efficient getting order chemist soon log great help desk staff doctors nurse helpful listen whatever concern almost always wait around 10–12 minutes given appointment time listen discuss ’ find major problem factor time visit take phones answered ’ hardly unusual experience requested shingles jab chickenpox one condition 2 stages using “ dead ” vaccine able organise schedule necessary time spacing made easier experience overall would definitely recommend practice,positive
rang 9am request gp appointment appointment offered day 10 50am excellent helpful receptionists practice credit surgery appointment time helpful gp listened advised prescribed relevant medication thank,positive
nurse usual informative knowledgeable review contacted diabetic nurse experienced doctors request,positive
receptionists helped make appointment wonderful gp saw unwell young child today speedy care advice great manner kind way daughter appreciated care gave thank,positive
submitted healthier together consultation 18 ’ friday one matter within hour called advice given hospital sorted days later another query submitted different matter called within hour receptionist occasion rude insulting seems vary speak whether good experience,positive
first time using klinik fast efficient response quick appointment impressed service doctor really nice helpful massive improvement service communication first impression good tweaks possibly improve klinik overall good,positive
booked get flu covid jabs jorvik gillygate practices south bank surgery arrived 15 minutes early 10 people waiting area us fill necessary paperwork waiting area calling someone new get jabs every 3 minutes didnt wait long get called getting jabs speedy professional everything organised quick professional thanks much back next year,positive
ive moved area advised register lambton road ive contact 3 gps one trainee one locum one partnersalaried gp contacts ive able discuss concerns listened ive best treatment surgery ive availability appointments givenspecific gp fantastic ongoing issues ive seen gp times urgent day ive seen within hours continuity good reception staff good though everything online ive phoned theyve polite courteous helpful,positive
appointment booked followed quickly informative information given referral made time,positive
practice amazing hidden gem shape great person totally transformed life ’ sure actual role perhaps ’ review repeat prescriptions check drs still prescribing correctly patients still benefitting ’ know somehow picking gone extra mile help ’ stubborn old fool ’ come due pandemic etc ’ seen dr sone time lovely lady taken upon actually help done asthma reviews tried new medications regularly actually kept contact specific intervals let ne prior good fortune picking phone day year guess 2 years ago maybe medicine changes felt like elephant chest every day woke new medication great help still challenging getting stairs first hours day sooo much better even recently given another addition prescription well ’ like ’ ten years younger lady diligent professional caring person ever actually hear needs offer solutions would probably left practice ’ well done hiring please make sure stays excellent addition abd real credit,positive
well organised covid booster session minimal waiting efficient jab thanks write 100 characters unnecessary putting,positive
seen time nurse welcoming treated professionally well friendly helpful,positive
could wished better experience sympathetic attentive listening gp followed effective follow referrals hospital chasing said referrals prompt feedback wonderful,positive
coming hospital total knee replacement wound starting oozing advised make appt nurse appt came thru 24hrs nurse redressed wound organised another appt 48hrs later severe allergic response adhesives original dressing used op nurses monitored area around wound twice last week weekly appt next two weeks ive really impressed thoroughness nursing staff,positive
great service friendly staff known place quick process details easy communication thank,positive
saw blood nurse mrs sg extremely helpful kind fear needles definitely work cut patient quick get blood test done kept talking take mind actual blood test ’ thank enough patience time would definitely recommend someone whose kean needlesblood tests,positive
got transferred old abbotsbury road surgery one excellent never problem easy reach heart sleeping dealt,positive
approachable doctors nurses professional treatment thorough respectful helpful great communication,positive
husband attended grange covid injection surgery impressed delighted efficiency service given staff pleasant courteous necessary advice given injection afterwards flow patients going kept moving didnt wait long friend days later sharing experience husband obviously felt way pleasant experience many thanks staff concerned,positive
pharmacist wonderful lovely personable knowledgeable blood pressure levels ive seen im prompted book follow appointments left devices likely wont happen,positive
suggests recently issue prescription liaised lovely kind supportive staff pharmacy able support allocated weekly prescriptions would like thank help kind assistance made process seamless could done without thank much help much appreciated mrs pauline plant,positive
appointment one practice nurses extremely efficient helpful explaining chatting easily results shed finished told would happen next booked appointment follow phone call,positive
received excellent care gp caring helpful made feel valued patient,positive
used e consult first time book appointment child form simple straightforward use yes questions saved time wait que reply within matter hours appointment scheduled following day appointment dealt exactly time made whole process completely stress free appreciate everyone wants use online service even supporting someone use easier waiting hold long periods time pleasantly surprised concerns using thanks giffords also super kind lovely hca saw us today,positive
situation regarding medication etc fairly complicated recently fault surgery staff incredibly patient helpful resolved problems understanding efficiency making things lot easier seen situation countries consider lucky facilities especially supportive attitude staff,positive
staff always helpful children needed help take time listen provide support new system benefits family select time suits call back quick responding needed,positive
recent assessment diabetes placed additional therapy hba1c results came back showing improvement sugars assessment form indicated sugars high stable action incorrect low starting dose medication alerted reviewing doctor dose needed increased therapeutic level fortunately appointment another condition another doctor thorough check overall health test results able see diabetes treatment adjusted improved oversight test results required,positive
visited yesterday wait quite awhile doctor running 30 mins late nice doctor yes liked much ’ mind wait could next time needs time,positive
convenient able early appointment went smoothly way work 0745,positive
went appointmentthe doctor explain symptoms quite take information said called next day another doctor confirm saidthey correct sayingbut needed reassured platette kidneys given information second doctor read leasure,positive
called emergency issue 11am seen 3pm course antibiotics brilliant doctors surgeries,positive
took get appointment 2 months ago saw doctor ive experienced great service always keep touch phone calls help condition medication going ok,positive
happy service surgery recently slight issues wounds healing doctors friendly helpful matter got best advise treatment including wounds checked different intervals plasters replaced 1 occasion many thanks,positive
latest visit blood test wait 15 mins waiting room charming nurse took blood carefully cheerfully thank,positive
called promptly advice helpful sent follow documents help life style changes,positive
called gp practice inquire health check appointment blood tests receptionist wish could mention name ’ allowed provided details helpful way made experience pleasant thank support,positive
querying reasons side effects medication explanation given well understood said able make informed decision whether going take medication thankyou,positive
want praise housebound team dr came see mum monday lovely 91 year old mum receptionist spoke rang lovely really helpful getting dr within 3 hours phoning brilliant surgery deserves praise dr took bloods rang results next day prescription ready collect chemist day excellent practice,positive
today appointment nurse ecg nurse nice made feel relaxed talked everything going quick easy experience great staff surgery highly recommend,positive
reception staff hugely supportive trying fit appointment none available nurses saw showed empathy care doctors saw helpful knowledgeable prescription directed straight local chemist care received throughout good,positive
experience lovely one receptionists polite arrival doctor saw listened concerns done could help happy experience,positive
last june due total hip replacement pre op tests informed cancelled due abnormal blood results seen afternoon surgery bloods taken referred ct scan done following week told blood results still abnormal seen named gp gave results scan fast tracted hospital done quickly felt beinng listened given good explanation happenning,positive
5 minutes covid flu vaccinations really impressive service congratulations thanks organisers team,positive
helpful young lady help get app surgeon 3 times finally today got sorted,positive
practice 40 years never really problems ’ getting older everything online getting appointments finding hard wife well surgery kinds bloods done never get results back would nice hear something back even txt say fine receptionist quite rude way speak trying get appointments say ’ understand online wife got txt say prescription chemist went chemist pick told nothing sent walked surgery told nothing sent ask takes 2 days please sort system older people,positive
got reception pretty easy phone got appointment communication treatment first class,positive
daughter saw doctor today thorough considerate dealt issues sensitivity left reassurance clear instructions care would dealt follow call afternoon clarify issue needed investigation happy service received doctor however feel wait longer hoped get appointment considering one issues felt needing addressing sooner,positive
phone call punctual carefully listened discussed action decided explanation pleased,positive
feel prompted leave review suggest way improve patient consultations conversations fertility gp needs ask patients mental health emotional wellbeing 3 gp appointments fertility issues gps always good given sound advice havent asked feeling impacting emotional wellbeing moment added standard question appointment patient gender fertility issues,positive
wanted commend effort attention went mum seen experienced bloodshot eye completely freaked looking potentially go ae receptionist couldnt helpful compassionate could clearly see mum great distress seen amazing paramedic put mind ease showing great compassion empathy quick action care meant didnt traipse way ae put mums mind rest thank much,positive
yes nice quiet clean time say everyone nice polite much say,positive
want say thank amazing team plane trees group practice reception team supportive understanding show great patience appreciate always friendly welcoming accepting fault doctors patient also always time listen understand support many ways also mental health practitioner works supportive great understand patient helpful fault surgery team thank continued support,positive
wanted comment consideration personalised patient care recently recieved surgey gp made special effort call advise problem knew would understand particular history concerns aware time pressures competing demands gps really appreciate able notice act feel fortunate belong surgery make extra effort provide personalised care spite challenges,positive
seen timevery good service throughout visitavailable book next appointment time dateno problem,positive
’ thank team enough experiencing increasing pain physical restriction lower back within month urgent investigations already several consultations surgeon surgery christmas thank team enough fast everything processed handled kind able sort pain relief mean time felt listened respected lovely hard working team also regular contact regarding mental health past years matter speak care consistent terms really taking time listen work medication best keep best forever grateful team,positive
attend diabetic nurses regularly updates assessments blood tests regular basis appointments administered nurses professional people could wish meet friendly welcoming really puts ease session information request freely given treatment first class congratulations department please keep looking x,positive
left review last month review doctor contacted thankfully health issues swiftly addressed resolved doctor thank,positive
doctor really friendly effortlessly extracted blood causing minimal discomfort process,positive
wanted say thank practice manager admin team helpful assisting queries everything worked end thank,positive
another great service experience surgery yesterday booked appointment nurse usual excellent parking start excellent check system great time keeping clean orderly surgery friendly caring nurse took great care procedure also need go reception dealt promptly helpful friendly receptionist satisfied patient thank,positive
first appointment diagnosed prediabetic explained everything answered questions left feeling lot happier went,positive
found g p understanding concerned conditionshe easy talk ready listen concerns felt l treated dignity respect also gp continuing monitor progress follow appointments enable satisfactory outcome problems l havel happy service received far,positive
quick efficient went flu covid vaccinations ’ wait long vaccinations given painlessly,positive
occasion attended surgery dealt courteous professional manner complaints surgery whatsoever,positive
spoke trainee physician associate thorough questioning symptoms plan treatment sought gp called soon,positive
fantastic service start finish admin team polite efficient procedure explained thoroughly made feel ease throughout whole process clinician assistant professional caring kind overall fantastic service,positive
quick prompt service covid flu vaccines carried one time,positive
’ problems getting repeat prescriptions lined ages wasting practices time lots requests last minute requests run brilliant guy help get aligned today back track organise easily going forwards busy working mum long term conditions made massive difference thankyou,positive
feel concerns listened gp resulting decisions appropriate concern results blood tests relayed call handler told normalwhatever means several things tested would liked bit specificity results would point scale would liked know whether improvement previous tests whether results lower upper end normal scale,positive
great gp practice great friendly team receptionist doctor patient many years regrets doctor knowledgeable helpful ’ fault,positive
staff really nice welcoming explained everything way made feel comfortable throughout,positive
long period good health needed three appointments different medical needs march 2024 able book one appointment online choosing time convenient range times spanning different days timeslots including later day booked two appointments phone morning time phone system told queue times wait two minutes information given time appropriate clear time phone answered professional knowledgeable helpful receptionist times offered appointment day first shortly call possible live within walking distance surgery second could attend time offered another appointment afternoon day three appointments followed shortly text messages reminder nearer time arrival surgery checked time professional helpful member staff waited bright clean wellmaintained waiting area occasion seen within minutes stated appointment time depending nature medical need seen physicians associate health care assistant gp felt reassured occasion seen appropriate clinician clinician professional respectful knowledgeable helpful explained everything asked answered questions felt one treated individual read patient notes appointment used information screen well one appointment required referral specialist handled quickly efficiently others required liaison nhs services also dealt efficiently quickly hesitation recommending forest practice quick response appointment times professional staff dedicated caring patients,positive
